id,supplier_id,order_date,promised_date,delivery_date,time_to_deliver,status
S00357,BarnWare,07/01/2025,21/01/2025,21/01/2025,14,On-Time
S00358,BarnWare,07/01/2025,20/01/2025,21/01/2025,14,Delayed/Partial
S00359,EuroMat,07/01/2025,26/01/2025,28/01/2025,21,Delayed/Partial
S00360,UKTools,07/01/2025,17/01/2025,17/01/2025,10,On-Time
S00361,UKTools,07/01/2025,13/01/2025,13/01/2025,6,On-Time
S00362,EuroMat,07/01/2025,28/01/2025,28/01/2025,21,On-Time
S00363,BarnWare,07/01/2025,17/01/2025,17/01/2025,10,On-Time
S00364,AsiaPlast,07/01/2025,16/01/2025,17/01/2025,10,Delayed/Partial
S00365,AgroSupply,07/01/2025,05/02/2025,05/02/2025,29,On-Time
S00366,UKTools,07/01/2025,20/01/2025,20/01/2025,13,On-Time
S00367,AgroSupply,07/01/2025,07/02/2025,08/02/2025,32,Delayed/Partial
S00368,EuroMat,07/01/2025,04/02/2025,04/02/2025,28,On-Time
S00369,BarnWare,07/01/2025,14/01/2025,02/01/2025,-5,Mismatch
S00370,AgroSupply,07/01/2025,28/01/2025,28/01/2025,21,On-Time
S00371,BarnWare,07/01/2025,20/01/2025,21/01/2025,14,Delayed/Partial
S00372,AsiaPlast,07/01/2025,13/01/2025,13/01/2025,6,On-Time
S00373,EuroMat,07/01/2025,08/02/2025,08/02/2025,32,On-Time
S00374,AgroSupply,07/01/2025,27/01/2025,27/01/2025,20,On-Time
S00375,EuroMat,07/01/2025,26/01/2025,26/01/2025,19,On-Time
S00376,UKTools,07/01/2025,17/01/2025,22/01/2025,15,Delayed/Partial
S00377,AgroSupply,07/01/2025,05/02/2025,05/02/2025,29,On-Time
S00378,AsiaPlast,07/01/2025,11/01/2025,11/01/2025,4,On-Time
S00379,AgroSupply,07/01/2025,07/02/2025,08/02/2025,32,Delayed/Partial
S00380,UKTools,07/01/2025,19/01/2025,20/01/2025,13,Delayed/Partial
S00381,UKTools,07/01/2025,19/01/2025,19/01/2025,12,On-Time
S00382,AgroSupply,07/01/2025,01/02/2025,01/02/2025,25,On-Time
S00383,AgroSupply,07/01/2025,26/01/2025,26/01/2025,19,On-Time
S00384,BarnWare,07/01/2025,13/01/2025,13/01/2025,6,On-Time
S00385,AgroSupply,07/01/2025,06/02/2025,06/02/2025,30,On-Time
S00386,AgroSupply,07/01/2025,11/02/2025,14/02/2025,38,Delayed/Partial
S00387,BarnWare,07/01/2025,15/01/2025,15/01/2025,8,On-Time
S00388,AgroSupply,07/01/2025,04/02/2025,04/02/2025,28,On-Time
S00389,AgroSupply,07/01/2025,28/01/2025,29/01/2025,22,Delayed/Partial
S00390,AsiaPlast,07/01/2025,11/01/2025,11/01/2025,4,On-Time
S00391,BarnWare,08/01/2025,17/01/2025,17/01/2025,9,On-Time
S00392,UKTools,08/01/2025,20/01/2025,20/01/2025,12,On-Time
S00393,AsiaPlast,08/01/2025,14/01/2025,14/01/2025,6,On-Time
S00394,AgroSupply,08/01/2025,02/02/2025,02/02/2025,25,On-Time
S00395,AsiaPlast,08/01/2025,17/01/2025,17/01/2025,9,Mismatch
S00396,AsiaPlast,08/01/2025,16/01/2025,19/01/2025,11,Delayed/Partial
S00397,AsiaPlast,08/01/2025,13/01/2025,13/01/2025,5,On-Time
S00398,AgroSupply,08/01/2025,02/02/2025,02/02/2025,25,On-Time
S00399,AsiaPlast,08/01/2025,16/01/2025,16/01/2025,8,On-Time
S00400,AgroSupply,08/01/2025,10/02/2025,10/02/2025,33,On-Time
S00401,AsiaPlast,08/01/2025,18/01/2025,18/01/2025,10,On-Time
S00402,BarnWare,08/01/2025,20/01/2025,21/01/2025,13,Delayed/Partial
S00403,EuroMat,08/01/2025,01/02/2025,01/02/2025,24,On-Time
S00404,EuroMat,08/01/2025,28/01/2025,28/01/2025,20,On-Time
S00405,EuroMat,08/01/2025,10/02/2025,10/02/2025,33,On-Time
S00406,AsiaPlast,08/01/2025,13/01/2025,13/01/2025,5,On-Time
S00407,AgroSupply,08/01/2025,31/01/2025,31/01/2025,23,On-Time
S00408,AgroSupply,08/01/2025,12/02/2025,14/02/2025,37,Delayed/Partial
S00409,AsiaPlast,08/01/2025,17/01/2025,17/01/2025,9,On-Time
S00410,EuroMat,08/01/2025,05/02/2025,05/02/2025,28,On-Time
S00411,AgroSupply,08/01/2025,01/02/2025,02/02/2025,25,Delayed/Partial
S00412,AsiaPlast,08/01/2025,18/01/2025,18/01/2025,10,On-Time
S00413,AsiaPlast,08/01/2025,14/01/2025,14/01/2025,6,On-Time
S00414,EuroMat,08/01/2025,28/01/2025,29/01/2025,21,Delayed/Partial
S00415,AsiaPlast,08/01/2025,13/01/2025,15/01/2025,7,Delayed/Partial
S00416,EuroMat,08/01/2025,07/02/2025,09/02/2025,32,Delayed/Partial
S00417,UKTools,08/01/2025,22/01/2025,22/01/2025,14,On-Time
S00418,EuroMat,08/01/2025,12/02/2025,12/02/2025,35,On-Time
S00419,BarnWare,08/01/2025,16/01/2025,16/01/2025,8,On-Time
S00420,BarnWare,08/01/2025,16/01/2025,15/01/2025,7,On-Time
S00421,EuroMat,08/01/2025,12/02/2025,12/02/2025,35,On-Time
S00422,EuroMat,08/01/2025,26/01/2025,26/01/2025,18,On-Time
S00423,AgroSupply,08/01/2025,27/01/2025,27/01/2025,19,Mismatch
S00424,UKTools,08/01/2025,14/01/2025,13/01/2025,5,On-Time
S00425,BarnWare,08/01/2025,16/01/2025,19/01/2025,11,Delayed/Partial
S00426,EuroMat,08/01/2025,26/01/2025,26/01/2025,18,On-Time
S00427,EuroMat,08/01/2025,04/02/2025,04/02/2025,27,On-Time
S00428,AgroSupply,08/01/2025,12/02/2025,12/02/2025,35,On-Time
S00429,BarnWare,08/01/2025,18/01/2025,18/01/2025,10,Mismatch
S00430,UKTools,08/01/2025,17/01/2025,17/01/2025,9,On-Time
S00431,AsiaPlast,08/01/2025,17/01/2025,17/01/2025,9,On-Time
S00432,AgroSupply,08/01/2025,03/02/2025,03/02/2025,26,On-Time
S00433,UKTools,08/01/2025,19/01/2025,19/01/2025,11,On-Time
S00434,BarnWare,08/01/2025,18/01/2025,18/01/2025,10,On-Time
S00435,BarnWare,08/01/2025,22/01/2025,22/01/2025,14,On-Time
S00436,UKTools,08/01/2025,21/01/2025,24/01/2025,16,Delayed/Partial
S00437,AgroSupply,08/01/2025,27/01/2025,27/01/2025,19,On-Time
S00438,AgroSupply,08/01/2025,01/02/2025,01/02/2025,24,On-Time
S00439,AgroSupply,08/01/2025,31/01/2025,31/01/2025,23,On-Time
S00440,EuroMat,08/01/2025,30/01/2025,29/01/2025,21,On-Time
S00441,EuroMat,08/01/2025,06/02/2025,07/02/2025,30,Delayed/Partial
S00442,BarnWare,08/01/2025,16/01/2025,16/01/2025,8,On-Time
S00443,EuroMat,08/01/2025,27/01/2025,27/01/2025,19,On-Time
S00444,AgroSupply,08/01/2025,05/02/2025,05/02/2025,28,On-Time
S00445,UKTools,08/01/2025,20/01/2025,20/01/2025,12,On-Time
S00446,UKTools,09/01/2025,21/01/2025,24/01/2025,15,Delayed/Partial
S00447,AsiaPlast,09/01/2025,19/01/2025,19/01/2025,10,On-Time
S00448,UKTools,09/01/2025,16/01/2025,16/01/2025,7,On-Time
S00449,EuroMat,09/01/2025,12/02/2025,12/02/2025,34,On-Time
S00450,EuroMat,09/01/2025,04/02/2025,04/02/2025,26,Mismatch
S00451,BarnWare,09/01/2025,23/01/2025,22/01/2025,13,On-Time
S00452,EuroMat,09/01/2025,11/02/2025,11/02/2025,33,On-Time
S00453,UKTools,09/01/2025,21/01/2025,21/01/2025,12,On-Time
S00454,BarnWare,09/01/2025,21/01/2025,21/01/2025,12,On-Time
S00455,BarnWare,09/01/2025,22/01/2025,22/01/2025,13,On-Time
S00456,BarnWare,09/01/2025,19/01/2025,20/01/2025,11,Delayed/Partial
S00457,AgroSupply,09/01/2025,05/02/2025,08/02/2025,30,Delayed/Partial
S00458,EuroMat,09/01/2025,13/02/2025,13/02/2025,35,On-Time
S00459,UKTools,09/01/2025,18/01/2025,18/01/2025,9,On-Time
S00460,BarnWare,09/01/2025,18/01/2025,18/01/2025,9,On-Time
S00461,AsiaPlast,09/01/2025,13/01/2025,15/01/2025,6,Delayed/Partial
S00462,AgroSupply,09/01/2025,08/02/2025,08/02/2025,30,On-Time
S00463,BarnWare,09/01/2025,21/01/2025,22/01/2025,13,Delayed/Partial
S00464,UKTools,09/01/2025,19/01/2025,19/01/2025,10,On-Time
S00465,AsiaPlast,09/01/2025,16/01/2025,16/01/2025,7,On-Time
S00466,AsiaPlast,09/01/2025,17/01/2025,19/01/2025,10,Delayed/Partial
S00467,AsiaPlast,09/01/2025,19/01/2025,19/01/2025,10,On-Time
S00468,UKTools,09/01/2025,16/01/2025,17/01/2025,8,Delayed/Partial
S00469,EuroMat,09/01/2025,13/02/2025,13/02/2025,35,On-Time
S00470,AgroSupply,09/01/2025,29/01/2025,29/01/2025,20,On-Time
S00471,AsiaPlast,09/01/2025,13/01/2025,13/01/2025,4,On-Time
S00472,BarnWare,09/01/2025,15/01/2025,15/01/2025,6,On-Time
S00473,BarnWare,09/01/2025,19/01/2025,19/01/2025,10,On-Time
S00474,AgroSupply,09/01/2025,09/02/2025,06/02/2025,28,On-Time
S00475,AsiaPlast,09/01/2025,15/01/2025,15/01/2025,6,On-Time
S00476,BarnWare,09/01/2025,20/01/2025,21/01/2025,12,Delayed/Partial
S00477,AsiaPlast,09/01/2025,16/01/2025,16/01/2025,7,On-Time
S00478,EuroMat,09/01/2025,08/02/2025,08/02/2025,30,On-Time
S00479,UKTools,09/01/2025,21/01/2025,24/01/2025,15,Delayed/Partial
S00480,EuroMat,09/01/2025,04/02/2025,04/02/2025,26,On-Time
S00481,UKTools,09/01/2025,20/01/2025,20/01/2025,11,Mismatch
S00482,BarnWare,09/01/2025,23/01/2025,20/01/2025,11,On-Time
S00483,AgroSupply,09/01/2025,12/02/2025,12/02/2025,34,On-Time
S00484,UKTools,09/01/2025,17/01/2025,17/01/2025,8,On-Time
S00485,AsiaPlast,09/01/2025,13/01/2025,13/01/2025,4,On-Time
S00486,AgroSupply,09/01/2025,28/01/2025,28/01/2025,19,On-Time
S00487,BarnWare,09/01/2025,20/01/2025,20/01/2025,11,On-Time
S00488,UKTools,09/01/2025,18/01/2025,18/01/2025,9,On-Time
S00489,EuroMat,09/01/2025,06/02/2025,06/02/2025,28,On-Time
S00490,EuroMat,09/01/2025,08/02/2025,08/02/2025,30,On-Time
S00491,EuroMat,09/01/2025,10/02/2025,10/02/2025,32,On-Time
S00492,EuroMat,09/01/2025,05/02/2025,05/02/2025,27,On-Time
S00493,AgroSupply,09/01/2025,03/02/2025,03/02/2025,25,On-Time
S00494,UKTools,09/01/2025,22/01/2025,24/01/2025,15,Delayed/Partial
S00495,UKTools,09/01/2025,20/01/2025,20/01/2025,11,On-Time
S00496,EuroMat,09/01/2025,27/01/2025,28/01/2025,19,Delayed/Partial
S00497,AsiaPlast,09/01/2025,14/01/2025,14/01/2025,5,On-Time
S00498,EuroMat,09/01/2025,27/01/2025,28/01/2025,19,Delayed/Partial
S00499,AgroSupply,09/01/2025,27/01/2025,27/01/2025,18,On-Time
S00500,BarnWare,09/01/2025,18/01/2025,20/01/2025,11,Delayed/Partial
S00501,AgroSupply,09/01/2025,05/02/2025,05/02/2025,27,On-Time
S00502,EuroMat,09/01/2025,09/02/2025,09/02/2025,31,On-Time
S00503,AsiaPlast,10/01/2025,18/01/2025,18/01/2025,8,On-Time
S00504,BarnWare,10/01/2025,24/01/2025,23/01/2025,13,On-Time
S00505,BarnWare,10/01/2025,23/01/2025,23/01/2025,13,On-Time
S00506,BarnWare,10/01/2025,19/01/2025,03/01/2025,-7,On-Time
S00507,BarnWare,10/01/2025,19/01/2025,19/01/2025,9,On-Time
S00508,EuroMat,10/01/2025,01/02/2025,01/02/2025,22,On-Time
S00509,AsiaPlast,10/01/2025,19/01/2025,19/01/2025,9,On-Time
S00510,UKTools,10/01/2025,16/01/2025,16/01/2025,6,On-Time
S00511,UKTools,10/01/2025,24/01/2025,24/01/2025,14,On-Time
S00512,EuroMat,10/01/2025,11/02/2025,11/02/2025,32,On-Time
S00513,UKTools,10/01/2025,21/01/2025,21/01/2025,11,On-Time
S00514,BarnWare,10/01/2025,23/01/2025,23/01/2025,13,On-Time
S00515,UKTools,10/01/2025,22/01/2025,22/01/2025,12,On-Time
S00516,BarnWare,10/01/2025,19/01/2025,18/01/2025,8,On-Time
S00517,AgroSupply,10/01/2025,07/02/2025,07/02/2025,28,On-Time
S00518,UKTools,10/01/2025,18/01/2025,19/01/2025,9,Delayed/Partial
S00519,BarnWare,10/01/2025,20/01/2025,21/01/2025,11,Delayed/Partial
S00520,UKTools,10/01/2025,24/01/2025,23/01/2025,13,On-Time
S00521,AgroSupply,10/01/2025,08/02/2025,09/02/2025,30,Delayed/Partial
S00522,AsiaPlast,10/01/2025,15/01/2025,16/01/2025,6,Delayed/Partial
S00523,UKTools,10/01/2025,16/01/2025,16/01/2025,6,On-Time
S00524,UKTools,10/01/2025,21/01/2025,21/01/2025,11,On-Time
S00525,AgroSupply,10/01/2025,08/02/2025,08/02/2025,29,On-Time
S00526,EuroMat,10/01/2025,07/02/2025,07/02/2025,28,On-Time
S00527,AsiaPlast,10/01/2025,18/01/2025,18/01/2025,8,On-Time
S00528,AsiaPlast,10/01/2025,14/01/2025,14/01/2025,4,On-Time
S00529,EuroMat,10/01/2025,08/02/2025,08/02/2025,29,On-Time
S00530,EuroMat,10/01/2025,28/01/2025,28/01/2025,18,On-Time
S00531,BarnWare,10/01/2025,20/01/2025,21/01/2025,11,Delayed/Partial
S00532,EuroMat,10/01/2025,12/02/2025,09/02/2025,30,On-Time
S00533,UKTools,10/01/2025,21/01/2025,21/01/2025,11,On-Time
S00534,UKTools,10/01/2025,16/01/2025,13/01/2025,3,On-Time
S00535,UKTools,10/01/2025,24/01/2025,23/01/2025,13,On-Time
S00536,EuroMat,10/01/2025,07/02/2025,07/02/2025,28,On-Time
S00537,BarnWare,10/01/2025,16/01/2025,17/01/2025,7,Delayed/Partial
S00538,AsiaPlast,10/01/2025,19/01/2025,19/01/2025,9,On-Time
S00539,AgroSupply,10/01/2025,09/02/2025,09/02/2025,30,On-Time
S00540,EuroMat,10/01/2025,29/01/2025,29/01/2025,19,On-Time
S00541,AsiaPlast,10/01/2025,17/01/2025,18/01/2025,8,Delayed/Partial
S00542,AsiaPlast,10/01/2025,17/01/2025,18/01/2025,8,Delayed/Partial
S00543,EuroMat,10/01/2025,03/02/2025,03/02/2025,24,On-Time
S00544,BarnWare,10/01/2025,21/01/2025,22/01/2025,12,Delayed/Partial
S00545,BarnWare,10/01/2025,24/01/2025,24/01/2025,14,On-Time
S00546,EuroMat,10/01/2025,07/02/2025,07/02/2025,28,On-Time
S00547,EuroMat,10/01/2025,29/01/2025,29/01/2025,19,On-Time
S00548,AgroSupply,10/01/2025,29/01/2025,30/01/2025,20,Delayed/Partial
S00549,AsiaPlast,10/01/2025,15/01/2025,16/01/2025,6,Delayed/Partial
S00550,AsiaPlast,10/01/2025,14/01/2025,16/01/2025,6,Delayed/Partial
S00551,UKTools,10/01/2025,19/01/2025,19/01/2025,9,On-Time
S00552,UKTools,10/01/2025,21/01/2025,21/01/2025,11,On-Time
S00553,EuroMat,10/01/2025,08/02/2025,08/02/2025,29,On-Time
S00554,UKTools,10/01/2025,24/01/2025,24/01/2025,14,Mismatch
S00555,AgroSupply,10/01/2025,03/02/2025,02/02/2025,23,On-Time
S00556,AsiaPlast,10/01/2025,14/01/2025,15/01/2025,5,Delayed/Partial
S00557,UKTools,10/01/2025,20/01/2025,20/01/2025,10,On-Time
S00558,AsiaPlast,10/01/2025,14/01/2025,13/01/2025,3,On-Time
S00559,EuroMat,11/01/2025,04/02/2025,04/02/2025,24,On-Time
S00560,EuroMat,11/01/2025,31/01/2025,03/02/2025,23,Delayed/Partial
S00561,BarnWare,11/01/2025,24/01/2025,24/01/2025,13,On-Time
S00562,UKTools,11/01/2025,25/01/2025,25/01/2025,14,On-Time
S00563,AsiaPlast,11/01/2025,19/01/2025,19/01/2025,8,On-Time
S00564,BarnWare,11/01/2025,22/01/2025,22/01/2025,11,On-Time
S00565,EuroMat,11/01/2025,11/02/2025,10/02/2025,30,On-Time
S00566,AsiaPlast,11/01/2025,16/01/2025,16/01/2025,5,On-Time
S00567,NULL,11/01/2025,22/01/2025,22/01/2025,11,On-Time
S00568,EuroMat,11/01/2025,08/02/2025,08/02/2025,28,On-Time
S00569,AsiaPlast,11/01/2025,21/01/2025,24/01/2025,13,Delayed/Partial
S00570,EuroMat,11/01/2025,29/01/2025,01/02/2025,21,Delayed/Partial
S00571,EuroMat,11/01/2025,09/02/2025,10/02/2025,30,Delayed/Partial
S00572,AgroSupply,11/01/2025,01/02/2025,02/02/2025,22,Delayed/Partial
S00573,UKTools,11/01/2025,17/01/2025,17/01/2025,6,On-Time
S00574,AgroSupply,11/01/2025,12/02/2025,12/02/2025,32,On-Time
S00575,BarnWare,11/01/2025,25/01/2025,25/01/2025,14,On-Time
S00576,BarnWare,11/01/2025,19/01/2025,20/01/2025,9,Delayed/Partial
S00577,AsiaPlast,11/01/2025,17/01/2025,17/01/2025,6,On-Time
S00578,BarnWare,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00579,EuroMat,11/01/2025,29/01/2025,29/01/2025,18,On-Time
S00580,AgroSupply,11/01/2025,09/02/2025,08/02/2025,28,On-Time
S00581,EuroMat,11/01/2025,12/02/2025,12/02/2025,32,On-Time
S00582,AsiaPlast,11/01/2025,17/01/2025,17/01/2025,6,On-Time
S00583,AsiaPlast,11/01/2025,21/01/2025,21/01/2025,10,On-Time
S00584,AgroSupply,11/01/2025,06/02/2025,06/02/2025,26,On-Time
S00585,BarnWare,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00586,AgroSupply,11/01/2025,30/01/2025,04/02/2025,24,Delayed/Partial
S00587,BarnWare,11/01/2025,22/01/2025,22/01/2025,11,On-Time
S00588,AgroSupply,11/01/2025,11/02/2025,11/02/2025,31,On-Time
S00589,UKTools,11/01/2025,24/01/2025,25/01/2025,14,Delayed/Partial
S00590,AsiaPlast,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00591,BarnWare,11/01/2025,21/01/2025,21/01/2025,10,On-Time
S00592,EuroMat,11/01/2025,10/02/2025,10/02/2025,30,On-Time
S00593,AsiaPlast,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00594,AsiaPlast,11/01/2025,20/01/2025,20/01/2025,9,On-Time
S00595,AgroSupply,11/01/2025,11/02/2025,11/02/2025,31,On-Time
S00596,BarnWare,11/01/2025,25/01/2025,25/01/2025,14,On-Time
S00597,BarnWare,11/01/2025,25/01/2025,26/01/2025,15,Delayed/Partial
S00598,BarnWare,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00599,AsiaPlast,11/01/2025,15/01/2025,15/01/2025,4,On-Time
S00600,UKTools,11/01/2025,24/01/2025,24/01/2025,13,On-Time
S00601,AsiaPlast,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00602,UKTools,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00603,AgroSupply,11/01/2025,12/02/2025,15/02/2025,35,Delayed/Partial
S00604,UKTools,11/01/2025,25/01/2025,26/01/2025,15,Delayed/Partial
S00605,AgroSupply,11/01/2025,31/01/2025,31/01/2025,20,On-Time
S00606,BarnWare,11/01/2025,18/01/2025,19/01/2025,8,Delayed/Partial
S00607,UKTools,11/01/2025,22/01/2025,22/01/2025,11,On-Time
S00608,BarnWare,11/01/2025,25/01/2025,25/01/2025,14,On-Time
S00609,AsiaPlast,11/01/2025,18/01/2025,18/01/2025,7,On-Time
S00610,AgroSupply,11/01/2025,01/02/2025,02/02/2025,22,Delayed/Partial
S00611,AgroSupply,11/01/2025,30/01/2025,30/01/2025,19,On-Time
S00612,BarnWare,11/01/2025,21/01/2025,21/01/2025,10,On-Time
S00613,BarnWare,11/01/2025,19/01/2025,18/01/2025,7,On-Time
S00614,BarnWare,11/01/2025,25/01/2025,25/01/2025,14,On-Time
S00615,AgroSupply,11/01/2025,01/02/2025,01/02/2025,21,On-Time
S00616,EuroMat,12/01/2025,01/02/2025,01/02/2025,20,On-Time
S00617,BarnWare,12/01/2025,25/01/2025,25/01/2025,13,On-Time
S00618,BarnWare,12/01/2025,24/01/2025,24/01/2025,12,On-Time
S00619,AsiaPlast,12/01/2025,16/01/2025,16/01/2025,4,On-Time
S00620,AsiaPlast,12/01/2025,18/01/2025,18/01/2025,6,On-Time
S00621,BarnWare,12/01/2025,21/01/2025,21/01/2025,9,On-Time
S00622,BarnWare,12/01/2025,21/01/2025,18/01/2025,6,On-Time
S00623,AsiaPlast,12/01/2025,22/01/2025,22/01/2025,10,On-Time
S00624,BarnWare,12/01/2025,26/01/2025,27/01/2025,15,Delayed/Partial
S00625,AgroSupply,12/01/2025,06/02/2025,07/02/2025,26,Delayed/Partial
S00626,AsiaPlast,12/01/2025,22/01/2025,22/01/2025,10,On-Time
S00627,EuroMat,12/01/2025,09/02/2025,12/02/2025,31,Delayed/Partial
S00628,BarnWare,12/01/2025,21/01/2025,21/01/2025,9,On-Time
S00629,AgroSupply,12/01/2025,04/02/2025,05/02/2025,24,Delayed/Partial
S00630,EuroMat,12/01/2025,04/02/2025,05/02/2025,24,Delayed/Partial
S00631,EuroMat,12/01/2025,06/02/2025,09/02/2025,28,Delayed/Partial
S00632,EuroMat,12/01/2025,04/02/2025,04/02/2025,23,Mismatch
S00633,BarnWare,12/01/2025,18/01/2025,19/01/2025,7,Delayed/Partial
S00634,AgroSupply,12/01/2025,07/02/2025,07/02/2025,26,On-Time
S00635,EuroMat,12/01/2025,14/02/2025,15/02/2025,34,Delayed/Partial
S00636,AgroSupply,12/01/2025,10/02/2025,11/02/2025,30,Delayed/Partial
S00637,UKTools,12/01/2025,20/01/2025,20/01/2025,8,On-Time
S00638,AgroSupply,12/01/2025,05/02/2025,05/02/2025,24,On-Time
S00639,UKTools,12/01/2025,20/01/2025,20/01/2025,8,On-Time
S00640,UKTools,12/01/2025,19/01/2025,19/01/2025,7,On-Time
S00641,EuroMat,12/01/2025,02/02/2025,02/02/2025,21,On-Time
S00642,EuroMat,12/01/2025,13/02/2025,13/02/2025,32,On-Time
S00643,AsiaPlast,12/01/2025,20/01/2025,19/01/2025,7,On-Time
S00644,BarnWare,12/01/2025,18/01/2025,18/01/2025,6,On-Time
S00645,BarnWare,12/01/2025,22/01/2025,22/01/2025,10,Mismatch
S00646,AgroSupply,12/01/2025,16/02/2025,16/02/2025,35,On-Time
S00647,AsiaPlast,12/01/2025,18/01/2025,18/01/2025,6,On-Time
S00648,BarnWare,12/01/2025,21/01/2025,21/01/2025,9,On-Time
S00649,EuroMat,12/01/2025,16/02/2025,16/02/2025,35,On-Time
S00650,AgroSupply,12/01/2025,03/02/2025,03/02/2025,22,On-Time
S00651,AsiaPlast,12/01/2025,20/01/2025,21/01/2025,9,Delayed/Partial
S00652,AsiaPlast,12/01/2025,20/01/2025,20/01/2025,8,On-Time
S00653,AsiaPlast,12/01/2025,16/01/2025,16/01/2025,4,On-Time
S00654,AgroSupply,12/01/2025,13/02/2025,13/02/2025,32,On-Time
S00655,UKTools,12/01/2025,21/01/2025,22/01/2025,10,Delayed/Partial
S00656,UKTools,12/01/2025,20/01/2025,20/01/2025,8,On-Time
S00657,AsiaPlast,12/01/2025,18/01/2025,19/01/2025,7,Delayed/Partial
S00658,EuroMat,12/01/2025,02/02/2025,02/02/2025,21,On-Time
S00659,UKTools,12/01/2025,25/01/2025,26/01/2025,14,Delayed/Partial
S00660,AgroSupply,12/01/2025,14/02/2025,14/02/2025,33,Mismatch
S00661,UKTools,12/01/2025,21/01/2025,21/01/2025,9,Mismatch
S00662,EuroMat,12/01/2025,10/02/2025,10/02/2025,29,On-Time
S00663,EuroMat,12/01/2025,31/01/2025,31/01/2025,19,On-Time
S00664,UKTools,12/01/2025,18/01/2025,18/01/2025,6,On-Time
S00665,AgroSupply,12/01/2025,04/02/2025,04/02/2025,23,On-Time
S00666,AgroSupply,12/01/2025,09/02/2025,09/02/2025,28,On-Time
S00667,AsiaPlast,12/01/2025,22/01/2025,19/01/2025,7,On-Time
S00668,UKTools,12/01/2025,22/01/2025,21/01/2025,9,On-Time
S00669,EuroMat,12/01/2025,12/02/2025,12/02/2025,31,On-Time
S00670,AgroSupply,13/01/2025,16/02/2025,15/02/2025,33,On-Time
S00671,AsiaPlast,13/01/2025,21/01/2025,21/01/2025,8,On-Time
S00672,EuroMat,13/01/2025,15/02/2025,15/02/2025,33,On-Time
S00673,AsiaPlast,13/01/2025,21/01/2025,22/01/2025,9,Delayed/Partial
S00674,AsiaPlast,13/01/2025,21/01/2025,22/01/2025,9,Delayed/Partial
S00675,EuroMat,13/01/2025,14/02/2025,14/02/2025,32,Mismatch
S00676,BarnWare,13/01/2025,27/01/2025,30/01/2025,17,Delayed/Partial
S00677,EuroMat,13/01/2025,08/02/2025,10/02/2025,28,Delayed/Partial
S00678,AgroSupply,13/01/2025,04/02/2025,04/02/2025,22,On-Time
S00679,EuroMat,13/01/2025,02/02/2025,02/02/2025,20,On-Time
S00680,AsiaPlast,13/01/2025,21/01/2025,22/01/2025,9,Delayed/Partial
S00681,UKTools,13/01/2025,20/01/2025,21/01/2025,8,Delayed/Partial
S00682,AsiaPlast,13/01/2025,23/01/2025,23/01/2025,10,On-Time
S00683,BarnWare,13/01/2025,22/01/2025,22/01/2025,9,On-Time
S00684,AgroSupply,13/01/2025,09/02/2025,09/02/2025,27,On-Time
S00685,BarnWare,13/01/2025,27/01/2025,27/01/2025,14,On-Time
S00686,BarnWare,13/01/2025,22/01/2025,25/01/2025,12,Delayed/Partial
S00687,AsiaPlast,13/01/2025,22/01/2025,22/01/2025,9,On-Time
S00688,BarnWare,13/01/2025,21/01/2025,21/01/2025,8,On-Time
S00689,AgroSupply,13/01/2025,04/02/2025,04/02/2025,22,On-Time
S00690,UKTools,13/01/2025,26/01/2025,26/01/2025,13,On-Time
S00691,UKTools,13/01/2025,23/01/2025,23/01/2025,10,On-Time
S00692,UKTools,13/01/2025,27/01/2025,27/01/2025,14,Mismatch
S00693,AsiaPlast,13/01/2025,20/01/2025,21/01/2025,8,Delayed/Partial
S00694,AgroSupply,13/01/2025,13/02/2025,13/02/2025,31,On-Time
S00695,AsiaPlast,13/01/2025,23/01/2025,23/01/2025,10,On-Time
S00696,UKTools,13/01/2025,20/01/2025,20/01/2025,7,On-Time
S00697,EuroMat,13/01/2025,12/02/2025,13/02/2025,31,Delayed/Partial
S00698,AsiaPlast,13/01/2025,23/01/2025,23/01/2025,10,On-Time
S00699,AgroSupply,13/01/2025,12/02/2025,13/02/2025,31,Delayed/Partial
S00700,UKTools,13/01/2025,27/01/2025,27/01/2025,14,On-Time
S00701,BarnWare,13/01/2025,22/01/2025,22/01/2025,9,On-Time
S00702,AgroSupply,13/01/2025,13/02/2025,13/02/2025,31,On-Time
S00703,AgroSupply,13/01/2025,13/02/2025,13/02/2025,31,On-Time
S00704,AgroSupply,13/01/2025,12/02/2025,13/02/2025,31,Delayed/Partial
S00705,BarnWare,13/01/2025,27/01/2025,29/01/2025,16,Delayed/Partial
S00706,AsiaPlast,13/01/2025,23/01/2025,23/01/2025,10,On-Time
S00707,BarnWare,13/01/2025,25/01/2025,25/01/2025,12,On-Time
S00708,EuroMat,13/01/2025,03/02/2025,03/02/2025,21,On-Time
S00709,AsiaPlast,13/01/2025,22/01/2025,22/01/2025,9,On-Time
S00710,AsiaPlast,13/01/2025,17/01/2025,17/01/2025,4,On-Time
