shipment_id,product_id,units_ordered,units_received,unit_cost_GBP,freight_cost_GBP
S00434,Stable Brooms / Yard Brushes,1150,1150,28.05,1672.8
S00435,Water Troughs / Water Buckets,160,160,13.8,2032.68
S00436,Manure Scoops,2620,2620,2.29,1917.09
S00437,Rubber Matting (for stalls and walkways),4329,4329,4.89,1769.6
S00438,Shovels / Rakes,3210,3210,17.81,586.94
S00439,Hay Nets / Hay Bags,472,472,9.19,1854.36
S00440,Feed Buckets / Feed Tubs,1090,1090,7.38,276.02
S00441,Feed Buckets / Feed Tubs,2686,2686,2.85,724.1
S00442,Stable Brooms / Yard Brushes,1372,1372,25.63,512.36
S00443,Stable Brooms / Yard Brushes,3249,3249,7.11,321.23
S00444,Shovels / Rakes,4136,4136,2.57,1764.67
S00445,Stable Brooms / Yard Brushes,2821,2821,1.99,1587.08
S00446,Manure Scoops,496,496,4.62,646
S00447,Storage Bins / Feed Storage,1279,1279,2.34,1816.68
S00448,Shovels / Rakes,1135,1135,23.97,243.99
S00449,Feed Buckets / Feed Tubs,711,711,20.69,45.54
S00450,Stable Brooms / Yard Brushes,4136,4021,6.05,747.22
S00451,Water Troughs / Water Buckets,2775,2775,34.75,391.02
S00452,Stable Brooms / Yard Brushes,1070,1070,34.17,641.77
S00453,Muck Forks / Stable Forks,1413,1413,29.02,482.52
S00454,Manure Scoops,311,311,14.48,803.33
S00455,Stable Brooms / Yard Brushes,749,749,30.13,994.44
S00456,Stable Brooms / Yard Brushes,3092,3092,34.7,892.03
S00457,Shovels / Rakes,3942,3942,30.39,1746.45
S00458,Stable Brooms / Yard Brushes,2542,2542,34.36,1638.96
S00459,Stable Brooms / Yard Brushes,2759,2759,7.58,2296.05
S00460,Manure Scoops,4416,4416,8.56,1936
S00461,Storage Bins / Feed Storage,3709,3709,22.5,1979.03
S00462,Rubber Matting (for stalls and walkways),3192,3192,1.96,850.49
S00463,Stable Brooms / Yard Brushes,3791,3791,24.23,688.57
S00464,Manure Scoops,3931,3931,32.33,906.27
S00465,Feed Buckets / Feed Tubs,889,889,25.57,2304.91
S00466,Water Troughs / Water Buckets,1541,1541,21.35,141.78
S00467,Storage Bins / Feed Storage,3530,3530,5.31,371.71
S00468,Stable Brooms / Yard Brushes,4066,4066,15.03,509.13
S00469,Stable Brooms / Yard Brushes,3987,3987,NULL,1079.98
S00470,Rubber Matting (for stalls and walkways),3538,3538,17.05,2331.9
S00471,Feed Buckets / Feed Tubs,1620,1620,14.62,1702.19
S00472,Stable Brooms / Yard Brushes,2339,2339,22.48,1124.63
S00473,Feed Buckets / Feed Tubs,2889,2889,34.88,1234.72
S00474,Rubber Matting (for stalls and walkways),3819,3819,21.94,548.63
S00475,Water Troughs / Water Buckets,4141,4141,5.89,269.1
S00476,Water Troughs / Water Buckets,522,522,31.09,1833.44
S00477,Feed Buckets / Feed Tubs,1928,1928,22.11,1471.02
S00478,Rubber Matting (for stalls and walkways),2113,2113,4.37,2355.17
S00479,Stable Brooms / Yard Brushes,3870,3870,9.4,1019.94
S00480,Feed Buckets / Feed Tubs,4417,4417,3,234.21
S00481,Muck Forks / Stable Forks,4546,4088,7.16,2037.6
S00482,Manure Scoops,664,664,27.56,1067.6
S00483,Rubber Matting (for stalls and walkways),2120,2120,26.29,186.37
S00484,Manure Scoops,3967,3967,30.58,68.48
S00485,Storage Bins / Feed Storage,3128,3128,8.01,485.56
S00486,Shovels / Rakes,4392,4392,16.54,2001.48
S00487,Feed Buckets / Feed Tubs,1213,1213,2.2,2229.8
S00488,Muck Forks / Stable Forks,3632,3632,11.3,1977.34
S00489,Stable Brooms / Yard Brushes,3380,3380,31.98,1244.98
S00490,Stable Brooms / Yard Brushes,4098,4098,8.68,1190.65
S00491,Stable Brooms / Yard Brushes,2329,2329,25.38,1592.94
S00492,Stable Brooms / Yard Brushes,3497,3497,21.04,2368.62
S00493,Shovels / Rakes,4429,4429,20.35,1660.52
S00494,Stable Brooms / Yard Brushes,4390,4390,3.51,2375.09
S00495,Muck Forks / Stable Forks,4045,4045,27.74,1385
S00496,Feed Buckets / Feed Tubs,4092,4092,32.55,650.78
S00497,Hay Nets / Hay Bags,966,966,24.9,1843.21
S00498,Storage Bins / Feed Storage,312,312,12.78,1016.79
S00499,Shovels / Rakes,2176,2176,4.3,293.72
S00500,Manure Scoops,2456,2456,30.67,1810.92
S00501,Muck Forks / Stable Forks,4455,4455,34.56,2295.17
S00502,Rubber Matting (for stalls and walkways),2839,2839,31.98,362.19
S00503,Hay Nets / Hay Bags,1266,1266,34.16,646.03
S00504,Water Troughs / Water Buckets,578,578,1.79,1869.61
S00505,Stable Brooms / Yard Brushes,267,267,9.77,1894.6
S00506,Water Troughs / Water Buckets,2905,2905,22.08,763.51
S00507,Feed Buckets / Feed Tubs,3931,3931,23.95,2487.48
S00508,Rubber Matting (for stalls and walkways),2103,2103,32.03,1915.41
S00509,Storage Bins / Feed Storage,4021,4021,25.34,885.9
S00510,Muck Forks / Stable Forks,3636,3636,1.1,1343.64
S00511,Shovels / Rakes,2464,2464,15.59,308.18
S00512,Storage Bins / Feed Storage,1843,1843,31.23,2045.84
S00513,Manure Scoops,1560,1560,6.03,796.04
S00514,Stable Brooms / Yard Brushes,1119,1119,15.34,392.38
S00515,Stable Brooms / Yard Brushes,4641,4641,28.78,780.72
S00516,Feed Buckets / Feed Tubs,1191,1191,23.95,1016.53
S00517,Hay Nets / Hay Bags,3880,3880,9.44,1019.38
S00518,Shovels / Rakes,2845,2845,14.92,370.18
S00519,Water Troughs / Water Buckets,1259,1259,22.66,1042.57
S00520,Shovels / Rakes,1096,1096,15.01,240.44
S00521,Hay Nets / Hay Bags,3138,3138,8.2,2462.02
S00522,Feed Buckets / Feed Tubs,4062,4062,6.07,2117.32
S00523,Muck Forks / Stable Forks,2152,2152,16.84,1354.87
S00524,Muck Forks / Stable Forks,4423,4423,19.45,1960.72
S00525,Shovels / Rakes,150,150,27.85,169.24
S00526,Stable Brooms / Yard Brushes,3841,3841,25.34,1816.55
S00527,Water Troughs / Water Buckets,3028,3028,19.17,937.5
S00528,Water Troughs / Water Buckets,2681,2681,18.8,700.92
S00529,Storage Bins / Feed Storage,2876,2876,16.04,2333.01
S00530,Stable Brooms / Yard Brushes,4972,4972,23.07,1675.07
S00531,Stable Brooms / Yard Brushes,2720,2720,16.03,626.51
S00532,Storage Bins / Feed Storage,2701,2701,4.33,2237.49
S00533,Manure Scoops,2011,2011,34.75,1956.75
S00534,Manure Scoops,1259,1259,34.76,1789.48
S00535,Shovels / Rakes,1602,1602,19.99,1311.56
S00536,Storage Bins / Feed Storage,3858,3858,25.7,400.38
S00537,Manure Scoops,1481,1481,13.67,41.58
S00538,Hay Nets / Hay Bags,3747,3747,33.85,1084.33
S00539,Rubber Matting (for stalls and walkways),3979,3979,3.72,1679.27
S00540,Rubber Matting (for stalls and walkways),2550,2550,12.39,2385.79
S00541,Water Troughs / Water Buckets,4901,4901,33.53,1434.29
S00542,Water Troughs / Water Buckets,4705,4705,16.86,1099.85
S00543,Storage Bins / Feed Storage,3592,3592,10.62,976.96
S00544,Manure Scoops,2827,2827,7.31,2231.07
S00545,Water Troughs / Water Buckets,385,385,15.74,1841.12
S00546,Stable Brooms / Yard Brushes,2687,2687,26.04,251.52
S00547,Stable Brooms / Yard Brushes,1586,1586,25.67,2380.26
S00548,Shovels / Rakes,1541,1541,19.49,514.36
S00549,Storage Bins / Feed Storage,2919,2919,26.79,555.92
S00550,Storage Bins / Feed Storage,2781,2781,34.14,2383.37
S00551,Manure Scoops,590,590,0.86,1790.39
S00552,Manure Scoops,3522,3522,24.02,130.54
S00553,Rubber Matting (for stalls and walkways),611,611,30.39,1651.6
S00554,Shovels / Rakes,400,374,28.86,444.29
S00555,Rubber Matting (for stalls and walkways),2729,2729,25.06,1340.59
S00556,Water Troughs / Water Buckets,2201,2201,24.19,2047.16
S00557,Shovels / Rakes,2859,2859,18.83,1213.88
S00558,Feed Buckets / Feed Tubs,324,324,9.79,2452.96
S00559,Feed Buckets / Feed Tubs,3797,3797,8.01,2065.57
S00560,Feed Buckets / Feed Tubs,957,957,12.55,1597.17
S00561,Feed Buckets / Feed Tubs,2733,2733,18.57,1092.03
S00562,Manure Scoops,4711,4711,26.95,818.64
S00563,Storage Bins / Feed Storage,943,943,18.63,2178.76
S00564,Water Troughs / Water Buckets,4223,4223,24.77,2322.21
S00565,Storage Bins / Feed Storage,3928,3928,7.3,2026.51
S00566,Feed Buckets / Feed Tubs,536,536,27.46,71.88
S00567,Manure Scoops,605,605,11.66,1498.66
S00568,Stable Brooms / Yard Brushes,4642,4642,22.1,570.09
S00569,Feed Buckets / Feed Tubs,833,833,11.01,742.04
S00570,Stable Brooms / Yard Brushes,1739,1739,6.7,2203.39
S00571,Rubber Matting (for stalls and walkways),3093,3093,5.19,2106.9
S00572,Rubber Matting (for stalls and walkways),2670,2670,10.68,328.34
S00573,Manure Scoops,1970,1970,16.15,811.25
S00574,Muck Forks / Stable Forks,962,962,17.69,2453.84
S00575,Manure Scoops,1572,1572,28.81,1743.53
S00576,Water Troughs / Water Buckets,4148,4148,19.15,1572.98
S00577,Storage Bins / Feed Storage,951,951,13.88,730.59
S00578,Manure Scoops,1119,1119,5.04,986.59
S00579,Stable Brooms / Yard Brushes,2110,2110,33.05,1074.73
S00580,Hay Nets / Hay Bags,4087,4087,10.36,631.01
S00581,Stable Brooms / Yard Brushes,4194,4194,30.05,394.07
S00582,Water Troughs / Water Buckets,2351,2351,34.81,364.53
S00583,Hay Nets / Hay Bags,668,668,0.97,1719.89
S00584,Shovels / Rakes,2174,2174,17.19,321.19
S00585,Feed Buckets / Feed Tubs,2837,2837,29.35,1751.67
S00586,Rubber Matting (for stalls and walkways),2671,2671,3.6,1997.38
S00587,Water Troughs / Water Buckets,3702,3702,30.54,818.2
S00588,Muck Forks / Stable Forks,1267,1267,18.54,813.59
S00589,Manure Scoops,4045,4045,17.07,1291.03
S00590,Storage Bins / Feed Storage,3416,3416,18.93,462.82
S00591,Stable Brooms / Yard Brushes,285,285,19.41,1037.47
S00592,Feed Buckets / Feed Tubs,4697,4697,4.71,179.06
S00593,Feed Buckets / Feed Tubs,756,756,18.42,695.65
S00594,Storage Bins / Feed Storage,1589,1589,26.42,411.31
S00595,Rubber Matting (for stalls and walkways),687,687,4.23,1828.18
S00596,Feed Buckets / Feed Tubs,3544,3544,20.12,1841.86
S00597,Stable Brooms / Yard Brushes,3115,3115,NULL,925.83
S00598,Feed Buckets / Feed Tubs,3422,3422,16.94,1328.87
S00599,Hay Nets / Hay Bags,3727,3727,33.91,950.25
S00600,Shovels / Rakes,816,816,8.74,2350.41
S00601,Hay Nets / Hay Bags,2676,2676,19.78,1946.68
S00602,Muck Forks / Stable Forks,1526,1526,17.78,1251.07
S00603,Shovels / Rakes,3231,3231,2.5,455.77
S00604,Muck Forks / Stable Forks,672,672,3.63,2470.09
S00605,Hay Nets / Hay Bags,4515,4515,8.65,1338.81
S00606,Water Troughs / Water Buckets,111,111,19.9,813.19
S00607,Shovels / Rakes,3305,3305,3.66,1057.53
S00608,Stable Brooms / Yard Brushes,2203,2203,2.52,491.42
S00609,Feed Buckets / Feed Tubs,583,583,34.63,1238.86
S00610,Muck Forks / Stable Forks,3891,3891,31.17,1687.45
S00611,Hay Nets / Hay Bags,134,134,0.96,1025.73
S00612,Feed Buckets / Feed Tubs,2017,2017,4.82,2329.01
S00613,Water Troughs / Water Buckets,1366,1366,16.24,1654.62
S00614,Stable Brooms / Yard Brushes,2560,2560,21.49,949.63
S00615,Shovels / Rakes,279,279,23.61,1358.81
S00616,Storage Bins / Feed Storage,4008,4008,14.77,614.85
S00617,Feed Buckets / Feed Tubs,992,992,6.36,1999.46
S00618,Stable Brooms / Yard Brushes,1038,1038,20.84,1460.86
S00619,Feed Buckets / Feed Tubs,3165,3165,0.96,1440
S00620,Storage Bins / Feed Storage,1964,1964,33.87,1649.59
S00621,Stable Brooms / Yard Brushes,4454,4454,15.51,318.76
S00622,Manure Scoops,2351,2351,28.85,1795.53
S00623,Hay Nets / Hay Bags,2865,2865,10.97,486.11
S00624,Water Troughs / Water Buckets,724,724,6.65,1935.41
S00625,Rubber Matting (for stalls and walkways),3031,3031,24.84,2200.29
S00626,Hay Nets / Hay Bags,409,409,29.55,323.99
S00627,Stable Brooms / Yard Brushes,2885,2885,6.82,2392.54
S00628,Stable Brooms / Yard Brushes,2199,2199,31.01,327.15
S00629,Rubber Matting (for stalls and walkways),4318,4318,15.1,304.86
S00630,Feed Buckets / Feed Tubs,4160,4160,16.4,2101.19
S00631,Rubber Matting (for stalls and walkways),549,549,22.87,1376.92
S00632,Rubber Matting (for stalls and walkways),928,900,21.85,2056.26
S00633,Stable Brooms / Yard Brushes,2251,2251,26.32,1904.86
S00634,Rubber Matting (for stalls and walkways),1690,1690,11.52,2128
S00635,Rubber Matting (for stalls and walkways),2175,2175,8.35,540.84
S00636,Shovels / Rakes,2912,2912,30.47,820.14
S00637,Muck Forks / Stable Forks,2967,2967,24.68,2191.19
S00638,Hay Nets / Hay Bags,1972,1972,30.06,2405.83
S00639,Stable Brooms / Yard Brushes,511,511,5.46,1724.44
S00640,Manure Scoops,2508,2508,4.51,2462.1
S00641,Feed Buckets / Feed Tubs,614,614,27.69,36.74
S00642,Stable Brooms / Yard Brushes,2324,2324,4.37,2131.44
S00643,Feed Buckets / Feed Tubs,162,162,19.72,2215.49
S00644,Stable Brooms / Yard Brushes,4674,4674,15.15,2199.38
S00645,Water Troughs / Water Buckets,2202,2004,11.7,2024.23
S00646,Hay Nets / Hay Bags,3959,3959,31.42,742.47
S00647,Storage Bins / Feed Storage,110,110,8.78,312.7
S00648,Feed Buckets / Feed Tubs,811,811,26.18,993.91
S00649,Storage Bins / Feed Storage,3352,3352,19.98,1683.77
S00650,Muck Forks / Stable Forks,1460,1460,18.8,500.92
S00651,Feed Buckets / Feed Tubs,1490,1490,24.65,324.75
S00652,Water Troughs / Water Buckets,1419,1419,23.34,2439.78
S00653,Hay Nets / Hay Bags,3612,3612,2.94,732.89
S00654,Muck Forks / Stable Forks,3011,3011,5.23,1925.15
S00655,Shovels / Rakes,695,695,33.41,1732.81
S00656,Muck Forks / Stable Forks,3082,3082,18.09,1781.34
S00657,Feed Buckets / Feed Tubs,1090,1090,15.88,1199.12
S00658,Storage Bins / Feed Storage,2943,2943,19.88,471.67
S00659,Shovels / Rakes,2095,2095,31.46,2041.99
S00660,Rubber Matting (for stalls and walkways),4625,4301,9.42,2385.2
S00661,Manure Scoops,1144,1028,11.96,2324.46
S00662,Feed Buckets / Feed Tubs,409,409,16.52,1013.99
S00663,Stable Brooms / Yard Brushes,2735,2735,4,978.96
S00664,Stable Brooms / Yard Brushes,902,902,27.57,1278.77
S00665,Shovels / Rakes,889,889,27,1058.02
S00666,Muck Forks / Stable Forks,2629,2629,4.43,2009.16
S00667,Water Troughs / Water Buckets,3494,3494,20.8,1056.44
S00668,Shovels / Rakes,2923,2923,6.71,2170.76
S00669,Rubber Matting (for stalls and walkways),3978,3978,12.89,1251.84
S00670,Shovels / Rakes,2171,2171,17.79,2199.31
S00671,Water Troughs / Water Buckets,3117,3117,7.63,2171.13
S00672,Rubber Matting (for stalls and walkways),1974,1974,16.76,141.57
S00673,Storage Bins / Feed Storage,306,306,15.2,835.73
S00674,Water Troughs / Water Buckets,4168,4168,34.14,2474.48
S00675,Rubber Matting (for stalls and walkways),4556,4373,7.04,746.89
S00676,Stable Brooms / Yard Brushes,2095,2095,9.71,624.29
S00677,Rubber Matting (for stalls and walkways),4693,4693,13.38,1196.7
S00678,Muck Forks / Stable Forks,4290,4290,32.84,2179.36
S00679,Feed Buckets / Feed Tubs,1552,1552,30.76,2441.22
S00680,Feed Buckets / Feed Tubs,3418,3418,10.41,1807.7
S00681,Stable Brooms / Yard Brushes,1620,1620,8.64,743.46
S00682,Hay Nets / Hay Bags,4158,4158,5.97,2202.64
S00683,Water Troughs / Water Buckets,979,979,19.72,1867.43
S00684,Muck Forks / Stable Forks,3871,3871,33.64,293.81
S00685,Feed Buckets / Feed Tubs,907,907,28,1895.51
S00686,Feed Buckets / Feed Tubs,3140,3140,3.47,1811.61
S00687,Feed Buckets / Feed Tubs,1724,1724,20.5,1947.63
S00688,Manure Scoops,1474,1474,26.21,892.31
S00689,Rubber Matting (for stalls and walkways),1842,1842,16.89,1554.64
S00690,Shovels / Rakes,1596,1596,11.69,1057.58
S00691,Stable Brooms / Yard Brushes,4925,4925,14.94,2359.79
S00692,Manure Scoops,1446,1321,26.39,748.11
S00693,Feed Buckets / Feed Tubs,3107,3107,20.85,1348.53
S00694,Muck Forks / Stable Forks,1680,1680,7.24,90.36
S00695,Feed Buckets / Feed Tubs,1411,1411,8.91,85.68
S00696,Stable Brooms / Yard Brushes,4952,4952,2.65,854.16
S00697,Rubber Matting (for stalls and walkways),3990,3990,19.85,1834.69
S00698,Storage Bins / Feed Storage,3916,3916,32.01,2052.85
S00699,Muck Forks / Stable Forks,645,645,1.29,2342.48
S00700,Manure Scoops,4899,4899,14.5,548.31
S00701,Manure Scoops,1319,1319,27.95,1451.25
S00702,Rubber Matting (for stalls and walkways),2727,2727,34.09,286.69
S00703,Rubber Matting (for stalls and walkways),948,948,28.23,444.15
S00704,Hay Nets / Hay Bags,4457,4457,26.02,565.93
S00705,Manure Scoops,2217,2118,6.67,2158.31
S00706,Water Troughs / Water Buckets,4129,4129,4.94,2340.93
S00707,Water Troughs / Water Buckets,347,347,29.16,580.56
S00708,Stable Brooms / Yard Brushes,545,545,29.36,2117.32
S00709,Hay Nets / Hay Bags,3410,3410,24.73,2088.95
S00710,Storage Bins / Feed Storage,1075,1075,5.59,1858.18
S00711,Shovels / Rakes,3097,3097,22.62,960.14
S00712,Hay Nets / Hay Bags,3788,3788,8.6,84.99
S00713,Stable Brooms / Yard Brushes,2822,2822,18.4,905.5
S00714,Stable Brooms / Yard Brushes,2961,2961,33.49,477.08
S00715,Muck Forks / Stable Forks,4847,4847,11.1,2005.86
S00716,Feed Buckets / Feed Tubs,1032,1032,2.19,512.41
S00717,Manure Scoops,4271,4271,23.85,1434.21
S00718,Muck Forks / Stable Forks,667,667,21.6,2299.26
S00719,Stable Brooms / Yard Brushes,367,367,2.26,1509.58
S00720,Shovels / Rakes,1925,1925,12,1456.1
S00721,Muck Forks / Stable Forks,137,137,33.68,1399.45
S00722,Storage Bins / Feed Storage,176,176,14.05,112.73
S00723,Manure Scoops,962,962,13.46,498.66
S00724,Hay Nets / Hay Bags,3782,3782,26.5,1916.69
S00725,Manure Scoops,3164,3164,21.8,1691.86
S00726,Feed Buckets / Feed Tubs,3598,3598,24.97,779.78
S00727,Manure Scoops,3017,3017,32.1,2162.17
S00728,Feed Buckets / Feed Tubs,4503,4503,29.5,475.95
S00729,Feed Buckets / Feed Tubs,3850,3850,1.01,1789.87
S00730,Feed Buckets / Feed Tubs,4296,4296,5.06,1011.51
S00731,Water Troughs / Water Buckets,3145,3136,33.11,1314
S00732,Stable Brooms / Yard Brushes,3775,3775,34.77,2163.56
S00733,Stable Brooms / Yard Brushes,2480,2480,33.51,1852.27
S00734,Muck Forks / Stable Forks,4356,4356,22.66,1812.59
S00735,Manure Scoops,664,664,27.23,1553.54
S00736,Shovels / Rakes,4581,4581,7.08,728.7
S00737,Muck Forks / Stable Forks,2126,2126,22.18,313.71
S00738,Muck Forks / Stable Forks,2303,2303,24.48,137.19
S00739,Manure Scoops,3768,3768,16.43,1363.29
S00740,Stable Brooms / Yard Brushes,794,794,22.59,990.84
S00741,Stable Brooms / Yard Brushes,1234,1234,19.86,546.51
S00742,Manure Scoops,4238,4238,4.77,970.88
S00743,Feed Buckets / Feed Tubs,1307,1307,1.08,751.17
S00744,Shovels / Rakes,3697,3697,13.16,1592.73
S00745,Feed Buckets / Feed Tubs,1930,1930,11.99,1875.72
S00746,Rubber Matting (for stalls and walkways),4535,4535,17.96,491.21
S00747,Stable Brooms / Yard Brushes,2090,2090,1.56,1914.12
S00748,Shovels / Rakes,1430,1430,23.11,119.5
S00749,Hay Nets / Hay Bags,1837,1837,33.84,108.45
S00750,Stable Brooms / Yard Brushes,4552,4552,22.94,1977.85
S00751,Rubber Matting (for stalls and walkways),1131,1131,13.61,1455.41
S00752,Water Troughs / Water Buckets,4663,4663,28.7,604.56
S00753,Feed Buckets / Feed Tubs,473,473,25.66,230.6
S00754,Manure Scoops,714,714,5.79,61.35
S00755,Manure Scoops,1361,1361,4.83,2026.97
S00756,Feed Buckets / Feed Tubs,4728,4728,19.58,1165.89
S00757,Shovels / Rakes,3536,3536,31.43,981.91
S00758,Muck Forks / Stable Forks,3700,3700,16.35,2341.18
S00759,Stable Brooms / Yard Brushes,4654,4654,22.98,69.62
S00760,Storage Bins / Feed Storage,4012,4012,31.1,1439.96
S00761,Feed Buckets / Feed Tubs,4110,4110,23.89,1834.04
S00762,Stable Brooms / Yard Brushes,3417,3417,6.63,2459.61
S00763,Stable Brooms / Yard Brushes,571,571,32.79,1720.5
S00764,Manure Scoops,3160,3160,0.89,379.68
S00765,Rubber Matting (for stalls and walkways),615,615,14.49,688.12
S00766,Rubber Matting (for stalls and walkways),1607,1607,16.11,1412.64
S00767,Stable Brooms / Yard Brushes,3488,3488,11.11,1333.21
S00768,Manure Scoops,1111,1111,17.05,97.38
S00769,Stable Brooms / Yard Brushes,1492,1492,25.17,2338.65
S00770,Water Troughs / Water Buckets,1153,1153,29.55,396.75
S00771,Stable Brooms / Yard Brushes,2604,2604,23.43,423.73
S00772,Rubber Matting (for stalls and walkways),3178,3178,23.3,522.38
S00773,Hay Nets / Hay Bags,2458,2458,19.37,2360.25
S00774,Feed Buckets / Feed Tubs,2854,2854,24.99,1275.37
S00775,Storage Bins / Feed Storage,2933,2933,8.47,372.02
S00776,Shovels / Rakes,4433,4433,9.82,184.83
S00777,Stable Brooms / Yard Brushes,4024,4024,15.58,1327.14
S00778,Manure Scoops,2807,2807,13.35,932.38
S00779,Storage Bins / Feed Storage,2517,2466,18.91,1930.75
S00780,Stable Brooms / Yard Brushes,512,512,21.06,1201.09
S00781,Stable Brooms / Yard Brushes,3343,3026,6.63,2138.78
S00782,Feed Buckets / Feed Tubs,4890,4890,21.76,1127.77
S00783,Rubber Matting (for stalls and walkways),4673,4673,9.92,203.62
S00784,Stable Brooms / Yard Brushes,1624,1624,27.26,2343.85
S00785,Shovels / Rakes,1670,1670,10.95,600.15
S00786,Muck Forks / Stable Forks,3935,3935,17.6,611.77
S00787,Hay Nets / Hay Bags,1541,1541,6.33,513.82
S00788,Hay Nets / Hay Bags,1244,1244,7.98,1906.5
S00789,Manure Scoops,3856,3856,32.85,2107.3
S00790,Rubber Matting (for stalls and walkways),2695,2695,17.76,213.86
S00791,Storage Bins / Feed Storage,4316,4316,9.08,110.99
S00792,Shovels / Rakes,230,230,1.26,588.33
S00793,Stable Brooms / Yard Brushes,495,495,4.41,1314.42
S00794,Water Troughs / Water Buckets,822,822,14.99,1711.99
S00795,Water Troughs / Water Buckets,1292,1292,3.69,1576.83
S00796,Rubber Matting (for stalls and walkways),2939,2939,20.98,507.79
S00797,Stable Brooms / Yard Brushes,3933,3933,17.81,1750.39
S00798,Stable Brooms / Yard Brushes,4890,4890,18.58,45.18
S00799,Storage Bins / Feed Storage,4874,4874,14.15,777.85
S00800,Rubber Matting (for stalls and walkways),4522,4522,27.09,282.18
S00801,Storage Bins / Feed Storage,4528,4528,15.84,2062.71
S00802,Hay Nets / Hay Bags,1915,1915,34.28,399.38
S00803,Feed Buckets / Feed Tubs,1113,1113,32.5,377.6
S00804,Hay Nets / Hay Bags,3894,3894,1.37,1550.42
S00805,Muck Forks / Stable Forks,2778,2778,31.75,327.01
S00806,Rubber Matting (for stalls and walkways),4191,4191,13.02,777.85
S00807,Feed Buckets / Feed Tubs,1985,1985,24.04,1161.71
S00808,Stable Brooms / Yard Brushes,3861,3861,16.75,1099.08
